GPS Time, Device Time, Longitude, Latitude,GPS Speed(km/h), Horizontal Dilution of Precision, Altitude(m), Bearing, Gravity X(G), Gravity Y(G), Gravity Z(G),0-100kph Time(s),0-100mph Time(s),0-200kph Time(s),0-30mph Time(s),0-60mph Time(s),1/4 mile time(s),1/8 mile time(s),100-0kph Time(s),40-60mph Time(s),60-0mph Time(s),60-120mph Time(s),60-130mph Time(s),60-80mph Time(s),80-100mph Time(s),80-120kph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Ambient air temp(°F),Average trip speed(whilst moving only)(km/h),Average trip speed(whilst stopped or moving)(km/h),Barometer (on Android device)(mb),Barometric pressure (from vehicle)(kpa),Catalyst Temperature (Bank 1 Sensor 1)(°F),Catalyst Temperature (Bank 1 Sensor 2)(°F),Catalyst Temperature (Bank 2 Sensor 1)(°F),Catalyst Temperature (Bank 2 Sensor 2)(°F),Commanded Equivalence Ratio(lambda),CO₂ in g/km (Average)(g/km),CO₂ in g/km (Instantaneous)(g/km),Distance to empty (Estimated)(km),Distance travelled since codes cleared(km),Distance travelled with MIL/CEL lit(km),DPF Temperature(°F),Drivers demand engine % torque(%),EGR Commanded(%),EGR Error(%),Engine Coolant Temperature(°F),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(°F),Engine reference torque(Nm),Engine RPM(rpm),Ethanol Fuel %(%),Evap System Vapour Pressure(Pa),Exhaust Gas Temperature 1(°F),Exhaust Gas Temperature 2(°F),Fuel cost (trip)(cost),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel Level (From Engine ECU)(%),Fuel pressure(kpa),Fuel Rail Pressure(kpa),Fuel Rail Pressure (relative to manifold vacuum)(kpa),Fuel Rate (direct from ECU)(L/m),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 1(%),Fuel trim bank 1 sensor 2(%),Fuel trim bank 1 sensor 3(%),Fuel trim bank 1 sensor 4(%),Fuel Trim Bank 1 Short Term(%),Fuel Trim Bank 2 Long Term(%),Fuel trim bank 2 sensor 1(%),Fuel trim bank 2 sensor 2(%),Fuel trim bank 2 sensor 3(%),Fuel trim bank 2 sensor 4(%),Fuel Trim Bank 2 Short Term(%),Fuel used (trip)(l),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Hybrid Battery Charge (%)(%),Intake Air Temperature(°F),Intake Manifold Pressure(kpa),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Instant)(l/100km),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(g/s),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Sensor1 Equivalence Ratio,O2 Sensor1 Equivalence Ratio(alternate),O2 Sensor1 wide-range Voltage,O2 Sensor2 Equivalence Ratio,O2 Sensor2 wide-range Voltage,O2 Sensor3 Equivalence Ratio,O2 Sensor3 wide-range Voltage,O2 Sensor4 Equivalence Ratio,O2 Sensor4 wide-range Voltage,O2 Sensor5 Equivalence Ratio,O2 Sensor5 wide-range Voltage,O2 Sensor6 Equivalence Ratio,O2 Sensor6 wide-range Voltage,O2 Sensor7 Equivalence Ratio,O2 Sensor7 wide-range Voltage,O2 Sensor8 Equivalence Ratio,O2 Sensor8 wide-range Voltage,O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 1 sensor 3(V),O2 Volts Bank 1 sensor 4(V),O2 Volts Bank 2 sensor 1(V),O2 Volts Bank 2 sensor 2(V),O2 Volts Bank 2 sensor 3(V),O2 Volts Bank 2 sensor 4(V),Relative Accelerator Pedal Position(%),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(ft-lb),Transmission Temperature(Method 1)(°F),Transmission Temperature(Method 2)(°F),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(bar),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
Tue Mar 29 06:58:40 PDT 2016,29-Mar-2016 06:58:39.863,-121.46044597,38.41340888,21.83037,3.0,-49.0,24.3,1.040074,-0.13323103,0.13109656,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.15686321,0.09264584,1.06542969,-0.02099609,0.13974611,8.62745094,4.31372547,-,-,9.76000023,-,53.59999943,27.20000076,27.20000076,1010.20599365,100,1036.39997339,-,1036.39997339,-,1,1164.22021484,1164.22021484,-,26046,0,-,-,-,-,132.79999733,-,57.64706039,17.64705849,-,-,1679,-,-502,-,-,-,-,-,46.66666794,-,-,-,-,-,0,0.78125,-,-,-,3.90625,0,0,-,-,-,-2.34375,-,3,-49,24.29999924,38.41340888,-121.46044597,14,3.69548988,-,-,64.39999914,75,108.41069794,13.57962418,0,7.36390972,-,255,31.94153404,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.79999995,0.77999997,-,-,0.75999999,0.75999999,-,-,-,2.35294127,196,21.83036995,24,20.7843132,36.5,12.16112423,-,-,14.93755913,6.69447613,35.13562393,0.01606167,8548.8046875,21,21.07999992,0,-0.24999999,14.3760004,12.89999962,-
Tue Mar 29 06:58:41 PDT 2016,29-Mar-2016 06:58:40.868,-121.46041114,38.41345458,19.047401,3.0,-49.0,26.3,0.9231364,-0.22395833,-0.0012044217,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.15686321,-0.04033366,0.92333984,-0.23071289,0.02060547,8.62745094,4.31372547,-,-,9.76000023,-,53.59999943,25.16666603,25.16666603,1010.20599365,100,1036.39997339,-,1036.39997339,-,1,1000.21606445,836.21191406,-,26046,0,-,-,-,-,134.59999728,-,44.70588303,17.64705849,-,-,755,-,-502,-,-,-,-,-,47.84313583,-,-,-,-,-,0,0.78125,-,-,-,3.90625,0,0,-,-,-,-2.34375,-,3,-49,26.29999924,38.41345458,-121.46041114,14,4.04740143,-,-,64.39999914,40,108.41069794,13.57964897,0,7.36389637,-,255,31.94159317,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.79999995,0.77999997,-,-,0.75999999,0.75999999,-,-,-,2.35294127,196,19.04740143,15,20.7843132,36.5,-,-,-,14.93757248,6.69446993,35.13565445,0.01606167,8548.8046875,22,22.52199936,0,-0.60000006,14.3760004,12.89999962,-
Tue Mar 29 06:58:42 PDT 2016,29-Mar-2016 06:58:41.851,-121.46038434,38.41348856,16.12816,3.0,-49.0,30.5,0.9772949,-0.20883179,-0.077142335,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.15686321,-0.02502509,0.96020508,-0.16601562,-0.08071288,8.62745094,4.31372547,-,-,9.76000023,-,53.59999943,25.16666603,25.16666603,1010.16699219,100,1036.39997339,-,1036.39997339,-,1,1000.21606445,836.21191406,-,26046,0,-,-,-,-,134.59999728,-,44.70588303,17.64705849,-,-,755,-,-502,-,-,-,-,-,47.84313583,-,-,-,-,-,0,-1.5625,-,-,-,3.125,0,0,-,-,-,-2.34375,-,3,-49,30.5,38.41348856,-121.46038434,14,4.04740143,-,-,64.39999914,40,108.41069794,13.57964897,0,7.36389637,-,255,31.94159317,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.83999997,0.77999997,-,-,0.75999999,0.75999999,-,-,-,2.35294127,196,16.12816048,15,19.2156868,30,-,-,-,14.93757248,6.69446993,35.13565445,0.01606167,8548.8046875,23,23.23800087,0,-0.60000006,14.39099979,12.89999962,-
Tue Mar 29 06:58:43 PDT 2016,29-Mar-2016 06:58:42.859,-121.46035003,38.41350953,14.891037,4.0,-48.0,47.8,0.97395205,-0.27110878,-0.097389586,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.15686321,0.04335375,0.99096686,-0.32348633,-0.06557617,8.62745094,4.31372547,-,-,9.76000023,-,53.59999943,25.16666603,25.16666603,1010.1539917,100,1036.39997339,-,1036.39997339,-,1,1000.21606445,836.21191406,-,26046,0,-,-,-,-,134.59999728,-,44.70588303,17.64705849,-,-,755,-,-502,-,-,-,-,-,47.84313583,-,-,-,-,-,0,-1.5625,-,-,-,3.125,0,-2.34375,-,-,-,-2.34375,-,4,-48,47.79999924,38.41350953,-121.46035003,14,4.04740143,-,-,64.39999914,40,108.41069794,13.57964897,0,7.36389637,-,255,31.94159317,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.83999997,0.77999997,-,-,0.77999997,0.745,-,-,-,2.35294127,196,14.89103699,15,19.2156868,30,-,-,-,14.93757248,6.69446993,35.13565445,0.01606167,8548.8046875,24,24.43499947,0,-0.60000006,14.39099979,12.89999962,-
Tue Mar 29 06:58:44 PDT 2016,29-Mar-2016 06:58:43.852,-121.46028238,38.41349795,17.750336,3.0,-47.0,89.9,0.9534912,-0.2541504,-0.07964477,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.15686321,-0.02365687,0.94409186,-0.24658203,-0.12197266,8.62745094,4.31372547,-,-,9.76000023,-,53.59999943,25.16666603,25.16666603,1010.14099121,100,1036.39997339,-,1036.39997339,-,1,1000.21606445,836.21191406,-,26046,0,-,-,-,-,136.39999723,-,44.70588303,17.64705849,-,-,755,-,-502,-,-,-,-,-,47.84313583,-,-,-,-,-,0,-1.5625,-,-,-,3.125,0,-2.34375,-,-,-,-2.34375,-,3,-47,89.90000153,38.41349795,-121.46028238,14,4.04740143,-,-,64.39999914,40,108.41069794,13.57964897,0,7.36389637,-,255,31.94159317,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.83999997,0.77999997,-,-,0.77999997,0.745,-,-,-,2.35294127,196,17.75033569,15,19.2156868,30,-,-,-,14.93757248,6.69446993,35.13565445,0.01606167,8548.8046875,25,25.15800095,0,-0.60000006,14.39099979,13,-
Tue Mar 29 06:58:45 PDT 2016,29-Mar-2016 06:58:44.864,-121.46021469,38.41347856,20.457155,3.0,-47.0,106.7,0.96725464,-0.063812256,-0.03603515,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.15686321,-0.01299538,0.96801758,-0.06176758,0.08066407,8.62745094,4.31372547,-,-,9.76000023,-,53.59999943,25.16666603,25.16666603,1010.12799072,100,1059.79997277,-,1061.59997272,-,1,1000.21606445,836.21191406,-,26046,0,-,-,-,-,136.39999723,-,44.70588303,17.64705849,-,-,755,-,-502,-,-,-,-,-,47.84313583,-,-,-,-,-,0,-1.5625,-,-,-,3.125,0,-2.34375,-,-,-,-2.34375,-,3,-47,106.69999695,38.41347856,-121.46021469,14,4.04740143,-,-,64.39999914,40,108.41069794,13.57964897,0,7.36389637,-,255,31.94159317,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.83999997,0.77999997,-,-,0.77999997,0.745,-,-,-,2.35294127,196,20.45715523,15,19.2156868,30,-,-,-,14.93757248,6.69446993,35.13565445,0.01606167,8548.8046875,26,26.07900047,0,-0.60000006,14.39099979,13,-
Tue Mar 29 06:58:46 PDT 2016,29-Mar-2016 06:58:45.865,-121.46014541,38.41345903,22.32026,3.0,-47.0,111.3,0.9760742,-0.049235027,0.04628093,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.15686321,-0.03765805,0.94946283,-0.02197266,0.05332031,8.62745094,4.31372547,-,-,9.76000023,-,53.59999943,25.16666603,25.16666603,1010.1539917,100,1059.79997277,-,1061.59997272,-,1,1000.21606445,836.21191406,-,26046,0,-,-,-,-,136.39999723,-,44.70588303,17.64705849,-,-,755,-,-502,-,-,-,-,-,47.84313583,-,-,-,-,-,0,-1.5625,-,-,-,3.125,0,-2.34375,-,-,-,-2.34375,-,3,-47,111.30000305,38.41345903,-121.46014541,14,4.04740143,-,-,64.39999914,40,108.41069794,13.57964897,0,7.36389637,-,255,31.94159317,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.83999997,0.77999997,-,-,0.77999997,0.745,-,-,-,2.35294127,196,22.32025909,15,19.2156868,30,-,-,-,14.93757248,6.69446993,35.13565445,0.01606167,8548.8046875,27,27.07900047,0,-0.60000006,14.39099979,13,-
Tue Mar 29 06:58:47 PDT 2016,29-Mar-2016 06:58:46.864,-121.46008651,38.41344237,22.145737,3.0,-49.0,112.0,0.94714355,-0.064697266,0.1751058,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.15686321,0.00781613,0.95166016,0.01977539,0.23007813,8.62745094,4.31372547,-,-,9.76000023,-,53.59999943,25.16666603,25.16666603,1010.17999268,100,1059.79997277,-,1061.59997272,-,1,1000.21606445,836.21191406,-,26046,0,-,-,-,-,136.39999723,-,44.70588303,17.64705849,-,-,755,-,-502,-,-,-,-,-,47.84313583,-,-,-,-,-,0,-1.5625,-,-,-,3.125,0,-2.34375,-,-,-,-2.34375,-,3,-49,112,38.41344237,-121.46008651,14,4.04740143,-,-,64.39999914,40,108.41069794,13.57964897,0,7.36389637,-,255,31.94159317,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.83999997,0.77999997,-,-,0.77999997,0.745,-,-,-,2.35294127,196,22.14573669,15,19.2156868,30,-,-,-,14.93757248,6.69446993,35.13565445,0.01606167,8548.8046875,28,28.08300018,0,-0.60000006,14.39099979,13,-
Tue Mar 29 06:58:48 PDT 2016,29-Mar-2016 06:58:47.855,-121.46003577,38.41341421,18.972546,3.0,-49.0,116.1,0.93937176,-0.10803223,0.18324381,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.15686321,0.01393216,0.96289062,-0.09326172,0.20249026,8.62745094,4.31372547,-,-,9.76000023,-,53.59999943,25.16666603,25.16666603,1010.17999268,100,1059.79997277,-,1061.59997272,-,1,1000.21606445,836.21191406,-,26046,0,-,-,-,-,136.39999723,-,44.70588303,17.64705849,-,-,755,-,-502,-,-,-,-,-,47.84313583,-,-,-,-,-,0,-1.5625,-,-,-,3.125,0,-2.34375,-,-,-,-2.34375,-,3,-49,116.09999847,38.41341421,-121.46003577,14,4.04740143,-,-,64.39999914,40,108.41069794,13.57964897,0,7.36389637,-,255,31.94159317,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.83999997,0.77999997,-,-,0.77999997,0.745,-,-,-,2.35294127,196,18.97254562,15,19.2156868,30,-,-,-,14.93757248,6.69446993,35.13565445,0.01606167,8548.8046875,29,29.50399971,0,-0.60000006,14.39099979,13,-
Tue Mar 29 06:58:49 PDT 2016,29-Mar-2016 06:58:48.854,-121.45999722,38.41339668,14.697923,3.0,-49.0,115.2,1.0164185,0.0017089844,0.06497803,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.15686321,0.05801359,1.0534668,0.01513672,-0.00722656,8.62745094,4.31372547,-,-,9.76000023,-,53.59999943,25.16666603,25.16666603,1010.14099121,100,1059.79997277,-,1061.59997272,-,1,1000.21606445,836.21191406,-,26046,0,-,-,-,-,136.39999723,-,44.70588303,22.35294151,-,-,755,-,-483,-,-,-,-,-,47.84313583,-,-,-,-,-,0,-1.5625,-,-,-,3.125,0,-2.34375,-,-,-,-2.34375,-,3,-49,115.19999695,38.41339668,-121.45999722,14,4.04740143,-,-,64.39999914,40,108.41069794,13.57964897,0,7.36389637,-,255,31.94159317,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.83999997,0.77999997,-,-,0.77999997,0.745,-,-,-,2.35294127,206,14.69792271,15,19.2156868,30,-,-,-,14.93757248,6.69446993,35.13565445,0.01606167,8548.8046875,30,30.4489994,0,-0.60000006,14.39099979,13,-
Tue Mar 29 06:58:50 PDT 2016,29-Mar-2016 06:58:49.854,-121.45996378,38.41339298,10.59012,3.0,-49.0,111.6,0.95443726,0.06286621,-0.006677243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.15686321,0.01454617,0.99707037,0.08349609,0.06577149,8.62745094,4.31372547,-,-,9.76000023,-,53.59999943,25.16666603,25.16666603,1010.12799072,100,1059.79997277,-,1061.59997272,-,1,1000.21606445,836.21191406,-,26046,0,-,-,-,-,136.39999723,-,44.70588303,22.35294151,-,-,755,-,-483,-,-,-,-,-,47.84313583,-,-,-,-,-,0,-1.5625,-,-,-,3.125,0,-2.34375,-,-,-,-2.34375,-,3,-49,111.59999847,38.41339298,-121.45996378,14,4.04740143,-,-,64.39999914,40,108.41069794,13.57964897,0,7.36389637,-,255,31.94159317,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.83999997,0.77999997,-,-,0.77999997,0.745,-,-,-,2.35294127,206,10.59012032,15,19.2156868,30,-,-,-,14.93757248,6.69446993,35.13565445,0.01606167,8548.8046875,31,31.08600044,0,-0.60000006,14.39099979,13,-
Tue Mar 29 06:58:51 PDT 2016,29-Mar-2016 06:58:50.863,-121.45993883,38.41338242,9.616314,3.0,-49.0,117.8,0.97787476,0.10638428,-0.074395746,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.15686321,-0.00796818,0.97705078,0.15795898,-0.16225585,8.62745094,4.31372547,-,-,9.76000023,-,53.59999943,23.4285717,23.4285717,1010.11499023,100,1059.79997277,-,1061.59997272,-,1,1000.21606445,-,-,26046,0,-,-,-,-,138.19999719,1.50349367,55.68627548,22.35294151,-,-,1675,-,-483,-,-,-,-,-,46.66666794,-,-,-,-,-,0,-1.5625,-,-,-,3.125,0,-2.34375,-,-,-,-2.34375,-,3,-49,117.80000305,38.41338242,-121.45993883,14,3.38368607,2.01621819,-,62.59999919,72,108.41069794,13.57967472,0,7.36388254,-,255,31.94165421,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.83999997,0.77999997,-,-,0.77999997,0.745,-,-,-,2.35294127,206,9.61631393,13,20.3921566,36,6.32189703,-,-,14.93758678,6.69446373,35.13568878,0.01606167,8548.8046875,32,32.48500061,0,-0.27999998,14.39099979,13,-
Tue Mar 29 06:58:52 PDT 2016,29-Mar-2016 06:58:51.871,-121.45989309,38.4133851,11.124058,4.0,-49.0,97.0,0.9951477,0.22705078,0.0152038615,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.15686321,-0.00234535,0.97314447,0.19091797,0.00571289,8.62745094,4.31372547,-,-,9.76000023,-,53.59999943,23.4285717,23.4285717,1010.10198975,100,1074.19997239,-,1074.19997239,-,1,1000.21606445,-,-,26046,0,-,-,-,-,138.19999719,1.50349367,55.68627548,22.35294151,-,-,1675,-,-483,-,-,-,-,-,46.66666794,-,-,-,-,-,0,-1.5625,-,-,-,3.125,0,2.34375,-,-,-,5.46875,-,4,-49,97,38.4133851,-121.45989309,14,3.38368607,2.01621819,-,62.59999919,72,108.41069794,13.57967472,0,7.36388254,-,255,31.94165421,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.79999995,0.66499996,-,-,0.055,0.70499998,-,-,-,12.94117641,206,11.12405777,13,20.3921566,36,6.32189703,-,-,14.93758678,6.69446373,35.13568878,0.01606167,8548.8046875,33,33.5340004,0,-0.27999998,14.31400013,12.89999962,-
Tue Mar 29 06:58:53 PDT 2016,29-Mar-2016 06:58:52.870,-121.45983267,38.4134196,17.244337,3.0,-50.0,65.2,0.98669434,0.18465169,-0.069116205,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.92156982,0.00846097,0.9990235,0.13452148,-0.11245117,24.70588303,12.15686321,-,-,9.76000023,-,53.59999943,23.25,23.25,1010.04998779,100,1074.19997239,-,1074.19997239,-,1,1000.21606445,-,-237.05093384,26046,0,-,-,-,-,138.19999719,4.28715754,68.62744904,53.33333206,-,-,1962,-,-474,-,-,0.00340613,-,-,46.66666794,-,-,-,-,-30.76719856,0,-1.5625,-,-,-,3.90625,0,2.34375,-,-,-,5.46875,0.00673242,3,-50,65.19999695,38.4134196,-121.45983267,14,4.75566292,5.74917316,-,62.59999919,87,1.19074488,13.57944489,83.98031616,7.364007,-,2.80083013,31.94111252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.79999995,0.66499996,-,-,0.055,0.70499998,-,-,-,12.94117641,209,17.24433708,22,20.3921566,36,15.38973427,-,-,11.50087643,8.69491386,27.05197334,0.02706236,8548.81640625,34,34.51100159,0,-0.12999999,14.31400013,12.89999962,-
Tue Mar 29 06:58:54 PDT 2016,29-Mar-2016 06:58:53.866,-121.45978619,38.41345113,18.648033,4.0,-50.0,53.5,0.98050946,0.103515625,-0.089624025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.92156982,0.01667533,1.01586914,0.01928711,-0.07631835,24.70588303,12.15686321,-,-,9.76000023,-,53.59999943,23.25,23.25,1010.04998779,100,1084.99997211,-,1084.99997211,-,1,1000.21606445,-,-237.05093384,26046,0,-,-,-,-,138.19999719,4.28715754,68.62744904,53.33333206,-,-,1962,-,-474,-,-,0.00340613,-,-,46.66666794,-,-,-,-,-30.76719856,-1.5625,0,-,-,-,3.90625,-1.5625,-0.78125,-,-,-,6.25,0.00673242,4,-50,53.5,38.41345113,-121.45978619,13,4.75566292,5.74917316,-,62.59999919,87,1.19074488,13.57944489,83.98031616,7.364007,-,2.80083013,31.94111252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.745,0.685,-,-,0.75999999,0.685,-,-,-,12.94117641,209,18.64803314,22,23.92156982,34.5,15.38973427,-,-,11.50087643,8.69491386,27.05197334,0.02706236,8548.81640625,35,35.5379982,0,-0.12999999,14.40699959,12.80000019,-
Tue Mar 29 06:58:55 PDT 2016,29-Mar-2016 06:58:54.857,-121.45975444,38.41353273,27.144335,3.0,-48.0,27.8,0.9834798,0.0056966147,-0.084375,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.92156982,-0.06517223,0.93261725,0.04736328,-0.06411132,24.70588303,12.15686321,-,-,9.76000023,-,53.59999943,24.22222137,24.22222137,1010.02398682,100,1084.99997211,-,1084.99997211,-,1,1268.13623047,1803.97644043,-237.12469482,26046,0,-,-,-,-,138.19999719,7.9270649,67.84313965,52.15686417,-,-,2116,-,-566,-,-,0.00688626,12.49408817,208.23480225,46.66666794,-,-,-,-,-30.77729416,-1.5625,0,-,-,-,6.25,-1.5625,-0.78125,-,-,-,6.25,0.01361111,3,-48,27.79999924,38.41353273,-121.45975444,13,4.85566521,10.63036919,-,62.59999919,85,1.76081681,13.57922554,56.79132843,7.36412573,-,4.14173412,31.94059753,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.745,0.685,-,-,0.75999999,0.685,-,-,-,13.72549057,211,27.14433479,32,23.92156982,34.5,26.3850193,-,-,9.55286407,10.46797371,22.46992683,0.04189736,8548.83105469,36,36.47600174,0,-0.14999998,14.40699959,12.80000019,-
Tue Mar 29 06:58:56 PDT 2016,29-Mar-2016 06:58:55.857,-121.45971039,38.41360295,29.775679,4.0,-48.0,26.7,0.9842811,4.6950177E-4,-0.07752028,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.92156982,-0.01808919,0.9780274,0.0793457,-0.07436523,24.70588303,12.15686321,-,-,9.76000023,-,53.59999943,24.22222137,24.22222137,1010.0369873,100,1104.79997158,-,1104.79997158,-,1,1268.13623047,1803.97644043,-237.12469482,26046,0,-,-,-,-,138.19999719,7.9270649,67.84313965,52.15686417,-,-,2116,-,-566,-,-,0.00688626,12.49408817,208.23480225,46.66666794,-,-,-,-,-30.77729416,-1.5625,5.46875,-,-,-,6.25,-1.5625,3.125,-,-,-,1.5625,0.01361111,4,-48,26.70000076,38.41360295,-121.45971039,13,4.85566521,10.63036919,-,62.59999919,85,1.76081681,13.57922554,56.79132843,7.36412573,-,4.14173412,31.94059753,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.34999999,0.625,-,-,0.075,0.70499998,-,-,-,14.11764717,211,29.77567863,32,23.52941132,34.5,26.3850193,-,-,9.55286407,10.46797371,22.46992683,0.04189736,8548.83105469,37,37.50699997,0,-0.14999998,14.28299999,13,-
Tue Mar 29 06:58:57 PDT 2016,29-Mar-2016 06:58:56.859,-121.45966209,38.41368262,35.244164,3.0,-49.0,25.5,1.0054016,-0.0082092285,-0.06191406,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.92156982,-0.01089489,0.98754889,-0.04199219,-0.12539062,24.70588303,0,-,-,9.76000023,-,53.59999943,25.60000038,25.60000038,1010.02398682,100,1104.79997158,-,1104.79997158,-,1,1305.16784668,1416.26269531,-237.20727539,26046,0,-,-,-,-,138.19999719,5.87371826,74.90196228,53.72549057,-,-,1619,-,-611,-,-,0.01075205,14.26739883,237.78997803,47.84313583,-,-,-,-,-30.78850746,-1.5625,5.46875,-,-,-,7.03125,-1.5625,3.125,-,-,-,1.5625,0.0212521,3,-49,25.5,38.41368262,-121.45966209,13,2.75583649,7.87678623,-,62.59999919,90,2.24285531,13.57901573,44.58563614,7.36423969,-,5.27556849,31.94010353,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.34999999,0.625,-,-,0.075,0.70499998,-,-,-,14.11764717,213,35.24416351,38,23.52941132,26.5,25.55212021,-,-,8.33452988,11.99817371,19.60420036,0.06038903,8548.84960938,38,38.44300079,0,-0.10000001,14.28299999,13,-
Tue Mar 29 06:58:58 PDT 2016,29-Mar-2016 06:58:57.872,-121.45959473,38.41377263,37.90861,3.0,-50.0,26.1,0.9670003,-0.0053710938,-0.032210283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.8235302,-0.02113165,0.97265631,-0.00927734,0.00668946,24.70588303,0,-,-,9.76000023,-,51.79999948,25.60000038,25.60000038,1009.99798584,100,1120.99997115,-,1120.99997115,-,1,1305.16784668,1416.26269531,-237.20727539,26046,0,-,-,-,-,138.19999719,5.87371826,74.90196228,53.72549057,-,-,1619,-,-611,-,-,0.01075205,14.26739883,237.78997803,47.84313583,-,-,-,-,-30.78850746,0,6.25,-,-,-,7.03125,0,0,-,-,-,5.46875,0.0212521,3,-50,26.10000038,38.41377263,-121.45959473,13,2.75583649,7.87678623,-,62.59999919,90,2.24285531,13.57901573,44.58563614,7.36423969,-,5.27556849,31.94010353,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.13499999,0.66499996,-,-,0.70499998,0.685,-,-,-,9.4117651,213,37.9086113,38,23.92156982,26.5,25.55212021,-,-,8.33452988,11.99817371,19.60420036,0.06038903,8548.84960938,39,39.50299835,0,-0.10000001,14.29800034,13,-
